gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,ChargeRatio,TotalServices,MonthlyToTenureRatio,Senior_With_Partner,Cluster
Female,,Yes,No,16,,No,No,,,,,,,Month-to-month,No,Mailed check,19.6,314.45,0,1-2yr,0.06233105422165687,0.0,1.1529411764705884,0,1
Female,,Yes,Yes,57,,No,DSL,,,,,,,One year,No,Electronic check,53.45,3053.0,0,4-5yr,0.01750736980019653,0.0,0.9215517241379311,0,0
Male,,Yes,Yes,37,,No,No,,,,,,,One year,No,Credit card (automatic),19.8,677.05,0,3-4yr,0.029244516653127543,0.0,0.5210526315789474,0,1
Female,,Yes,No,72,,Yes,Fiber optic,,,,,,,Two year,No,Credit card (automatic),112.1,7965.95,0,5-6yr,0.014072395633916858,0.0,1.5356164383561643,0,0
Female,,No,No,11,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Credit card (automatic),84.8,906.85,1,0-1yr,0.09351050339085847,0.0,7.066666666666666,0,1
Female,,Yes,No,50,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,95.05,4888.7,1,4-5yr,0.019442796653507066,0.0,1.8637254901960785,0,0
Male,,No,No,5,,No,DSL,,,,,,,Month-to-month,No,Electronic check,50.35,237.25,1,0-1yr,0.21222339304531085,0.0,8.391666666666667,0,1
Male,,Yes,No,1,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,1,0-1yr,1.0,0.0,37.3,0,1
Male,,No,No,16,,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.7,342.4,1,1-2yr,0.057535046728971966,0.0,1.1588235294117646,0,1
Male,,Yes,No,2,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,74.2,140.1,0,0-1yr,0.529621698786581,0.0,24.733333333333334,0,1
Female,,No,No,17,,Yes,DSL,,,,,,,Month-to-month,Yes,Mailed check,69.0,1108.0,0,1-2yr,0.06227436823104693,0.0,3.8333333333333335,0,1
Female,,No,No,16,,No,No,,,,,,,One year,No,Credit card (automatic),19.35,295.55,0,1-2yr,0.06547115547284724,0.0,1.1382352941176472,0,1
Female,,No,No,15,,No,DSL,,,,,,,Month-to-month,Yes,Electronic check,59.45,892.65,1,1-2yr,0.06659945107264886,0.0,3.715625,0,1
Female,,No,No,10,,No,No,,,,,,,One year,Yes,Mailed check,19.8,198.25,0,0-1yr,0.09987389659520808,0.0,1.8,0,1
Female,,No,Yes,46,,No,Fiber optic,,,,,,,One year,Yes,Bank transfer (automatic),105.2,4822.85,1,3-4yr,0.021812828514260238,0.0,2.2382978723404254,0,0
Male,,Yes,Yes,64,,Yes,Fiber optic,,,,,,,Two year,Yes,Credit card (automatic),109.2,6741.15,0,5-6yr,0.016199016488284642,0.0,1.68,0,0
Female,,No,No,1,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Mailed check,79.15,79.15,0,0-1yr,1.0,0.0,39.575,0,1
Male,,Yes,Yes,25,,No,DSL,,,,,,,One year,No,Mailed check,53.65,1355.45,0,2-3yr,0.039580950975690726,0.0,2.0634615384615382,0,1
Male,,Yes,Yes,71,,No,Fiber optic,,,,,,,Two year,No,Credit card (automatic),100.2,7209.0,0,5-6yr,0.013899292550977944,0.0,1.3916666666666666,0,0
Male,,No,No,8,,No,DSL,,,,,,,Month-to-month,Yes,Mailed check,45.15,438.4,1,0-1yr,0.1029881386861314,0.0,5.016666666666667,0,1
Female,,Yes,Yes,72,,No,Fiber optic,,,,,,,Two year,Yes,Bank transfer (automatic),108.65,7726.35,0,5-6yr,0.014062267435464352,0.0,1.4883561643835617,0,0
Female,,Yes,No,49,,No phone service,DSL,,,,,,,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,0,4-5yr,0.019630568634552696,0.0,0.813,0,1
Male,,Yes,Yes,29,,No phone service,DSL,,,,,,,One year,Yes,Credit card (automatic),55.35,1636.95,0,2-3yr,0.03381288371666819,0.0,1.845,0,1
Male,,Yes,No,72,,Yes,Fiber optic,,,,,,,Two year,No,Bank transfer (automatic),105.6,7581.5,0,5-6yr,0.013928642089296313,0.0,1.4465753424657533,0,0
Male,,Yes,No,31,,Yes,Fiber optic,,,,,,,Month-to-month,No,Electronic check,93.8,3019.5,1,2-3yr,0.031064745818844178,0.0,2.93125,0,0
Female,,No,No,50,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,95.7,4729.75,0,4-5yr,0.020233627570167556,0.0,1.8764705882352941,0,0
Male,,Yes,No,71,,Yes,DSL,,,,,,,Two year,No,Electronic check,83.2,6126.1,0,5-6yr,0.01358123439055843,0.0,1.1555555555555557,0,0
Male,,Yes,No,70,,Yes,DSL,,,,,,,Two year,No,Credit card (automatic),90.05,6333.4,0,5-6yr,0.014218271386616983,0.0,1.2683098591549296,0,0
Male,,No,No,71,,Yes,Fiber optic,,,,,,,One year,No,Credit card (automatic),97.65,6687.85,0,5-6yr,0.014601104988897778,0.0,1.3562500000000002,0,0
Male,,Yes,Yes,61,,No,DSL,,,,,,,Two year,Yes,Bank transfer (automatic),68.05,4158.25,0,5-6yr,0.01636505741598028,0.0,1.0975806451612902,0,0
Male,,No,No,32,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,96.2,3183.4,1,2-3yr,0.030219262423823584,0.0,2.915151515151515,0,0
Female,,No,Yes,1,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,79.6,79.6,1,0-1yr,1.0,0.0,39.8,0,1
Male,,No,No,68,,Yes,Fiber optic,,,,,,,Two year,Yes,Bank transfer (automatic),102.1,7149.35,0,5-6yr,0.01428101855413429,0.0,1.479710144927536,0,0
Male,,No,No,62,,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),23.4,1429.65,0,5-6yr,0.016367642429965374,0.0,0.3714285714285714,0,1
Female,,No,Yes,7,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,71.05,472.65,0,0-1yr,0.15032264889453084,0.0,8.88125,0,1
Male,,No,No,20,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,85.25,1734.5,1,1-2yr,0.04914961083885846,0.0,4.059523809523809,0,1
Male,,Yes,Yes,6,,No,No,,,,,,,One year,No,Mailed check,19.45,113.5,0,0-1yr,0.1713656387665198,0.0,2.7785714285714285,0,1
Female,,No,No,33,,No phone service,DSL,,,,,,,Month-to-month,Yes,Bank transfer (automatic),59.45,1884.65,0,2-3yr,0.03154431857374048,0.0,1.7485294117647059,0,1
Male,,Yes,Yes,28,,Yes,Fiber optic,,,,,,,One year,No,Bank transfer (automatic),92.2,2568.15,0,2-3yr,0.035901329750988066,0.0,3.179310344827586,0,1
Male,,No,No,27,,No,No,,,,,,,Two year,No,Credit card (automatic),19.85,470.0,0,2-3yr,0.04223404255319149,0.0,0.7089285714285715,0,1
Male,,No,No,7,,No,DSL,,,,,,,Month-to-month,No,Mailed check,43.9,278.4,0,0-1yr,0.15768678160919541,0.0,5.4875,0,1
Male,,No,No,26,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,80.5,2088.8,1,2-3yr,0.03853887399463807,0.0,2.9814814814814814,0,1
Male,,No,No,5,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,89.8,502.6,1,0-1yr,0.1786709112614405,0.0,14.966666666666667,0,1
Male,,No,No,30,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Credit card (automatic),90.5,2595.85,0,2-3yr,0.03486333956122272,0.0,2.9193548387096775,0,1
Male,,No,No,63,,Yes,Fiber optic,,,,,,,One year,No,Credit card (automatic),90.45,5825.5,0,5-6yr,0.015526564243412583,0.0,1.41328125,0,0
Male,,No,No,1,,No,DSL,,,,,,,Month-to-month,Yes,Electronic check,50.75,50.75,1,0-1yr,1.0,0.0,25.375,0,1
Female,,No,Yes,53,,Yes,DSL,,,,,,,One year,Yes,Electronic check,84.6,4449.75,0,4-5yr,0.019012304062025955,0.0,1.5666666666666667,0,0
Female,,Yes,Yes,14,,No,Fiber optic,,,,,,,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,1,1-2yr,0.07419208010923989,0.0,5.9766666666666675,0,1
Female,,No,No,21,,No,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4,0,1-2yr,0.05067982007769373,0.0,4.506818181818182,0,1
Male,,No,No,17,,No,No,,,,,,,One year,No,Mailed check,19.95,310.6,0,1-2yr,0.0642305215711526,0.0,1.1083333333333334,0,1
Male,,Yes,Yes,16,,No,No,,,,,,,Two year,No,Mailed check,20.5,290.55,0,1-2yr,0.07055584236792291,0.0,1.2058823529411764,0,1
Female,,No,No,35,,No,DSL,,,,,,,Month-to-month,Yes,Electronic check,62.1,2096.1,0,2-3yr,0.029626449119793907,0.0,1.725,0,1
Female,,No,No,32,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,79.5,2665.0,0,2-3yr,0.029831144465290806,0.0,2.409090909090909,0,1
Female,,Yes,Yes,28,,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,0,2-3yr,0.03595071717543215,0.0,0.6741379310344828,0,1
Female,,No,No,1,,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.35,20.35,0,0-1yr,1.0,0.0,10.175,0,1
Male,,No,No,59,,No phone service,DSL,,,,,,,Month-to-month,Yes,Electronic check,51.7,3005.8,0,4-5yr,0.01720007984563178,0.0,0.8616666666666667,0,0
Female,,Yes,Yes,72,,Yes,No,,,,,,,One year,Yes,Bank transfer (automatic),23.3,1623.15,0,5-6yr,0.014354803930628716,0.0,0.31917808219178084,0,1
Male,,No,No,36,,No,DSL,,,,,,,One year,Yes,Mailed check,65.4,2498.4,1,2-3yr,0.02617675312199808,0.0,1.7675675675675677,0,1
Female,,No,No,40,,No,DSL,,,,,,,Month-to-month,No,Mailed check,65.1,2586.0,0,3-4yr,0.025174013921113687,0.0,1.5878048780487803,0,1
Male,,Yes,Yes,40,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,81.2,3292.3,0,3-4yr,0.024663609027123893,0.0,1.9804878048780488,0,0
Female,,No,Yes,9,,No,DSL,,,,,,,Month-to-month,Yes,Mailed check,72.9,651.4,1,0-1yr,0.11191280319312252,0.0,7.290000000000001,0,1
Male,,Yes,Yes,63,,No,DSL,,,,,,,Two year,No,Credit card (automatic),74.5,4674.55,0,5-6yr,0.015937362954722915,0.0,1.1640625,0,0
Female,,No,No,3,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,80.5,232.35,0,0-1yr,0.346460081773187,0.0,20.125,0,1
Male,,Yes,Yes,40,,No phone service,DSL,,,,,,,One year,No,Mailed check,60.3,2448.5,0,3-4yr,0.02462732285072493,0.0,1.4707317073170731,0,1
Male,,Yes,No,8,,No,Fiber optic,,,,,,,Month-to-month,Yes,Mailed check,75.0,658.1,0,0-1yr,0.11396444309375474,0.0,8.333333333333334,0,1
Male,,Yes,No,34,,No,Fiber optic,,,,,,,One year,No,Mailed check,90.15,3128.8,0,2-3yr,0.028812963436461263,0.0,2.575714285714286,0,0
Male,,No,No,5,,No phone service,DSL,,,,,,,Month-to-month,No,Mailed check,40.0,223.45,1,0-1yr,0.17901096442157083,0.0,6.666666666666667,0,1
Male,,No,No,9,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Credit card (automatic),99.45,919.4,1,0-1yr,0.10816837067652818,0.0,9.945,0,1
Male,,Yes,No,9,,Yes,DSL,,,,,,,Month-to-month,Yes,Credit card (automatic),69.05,653.95,0,0-1yr,0.10558911231745545,0.0,6.904999999999999,0,1
Male,,Yes,Yes,31,,Yes,DSL,,,,,,,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,0,2-3yr,0.032703368940016436,0.0,1.865625,0,1
Female,,Yes,No,50,,No,No,,,,,,,One year,Yes,Bank transfer (automatic),19.85,943.1,0,4-5yr,0.021047608949210053,0.0,0.3892156862745098,0,1
Female,,No,No,2,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,86.25,181.65,1,0-1yr,0.47481420313790257,0.0,28.75,0,1
Female,,No,No,1,,No,DSL,,,,,,,Month-to-month,Yes,Electronic check,45.65,45.65,1,0-1yr,1.0,0.0,22.825,0,1
Male,,No,No,8,,No,Fiber optic,,,,,,,Month-to-month,Yes,Mailed check,70.1,551.35,1,0-1yr,0.12714246848644234,0.0,7.788888888888888,0,1
Female,,No,No,9,,No phone service,DSL,,,,,,,Month-to-month,No,Electronic check,40.75,359.4,0,0-1yr,0.11338341680578744,0.0,4.075,0,1
Female,,No,No,2,,No,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),70.2,115.95,1,0-1yr,0.6054333764553687,0.0,23.400000000000002,0,1
Female,,No,No,3,,No,DSL,,,,,,,Month-to-month,No,Electronic check,55.35,165.2,1,0-1yr,0.3350484261501211,0.0,13.8375,0,1
Male,,Yes,No,25,,No,Fiber optic,,,,,,,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,0,2-3yr,0.04092629418179486,0.0,3.680769230769231,0,1
Male,,No,No,1,,No,DSL,,,,,,,Month-to-month,No,Electronic check,46.3,46.3,0,0-1yr,1.0,0.0,23.15,0,1
Female,,Yes,Yes,45,,Yes,DSL,,,,,,,Month-to-month,No,Mailed check,81.3,3541.1,0,3-4yr,0.022958967552455453,0.0,1.767391304347826,0,0
Male,,Yes,Yes,51,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,84.2,4146.05,1,4-5yr,0.02030848639066099,0.0,1.6192307692307693,0,0
Female,,Yes,Yes,55,,No,No,,,,,,,Month-to-month,No,Credit card (automatic),20.0,1087.25,0,4-5yr,0.01839503334099793,0.0,0.35714285714285715,0,1
Female,,No,No,38,,Yes,DSL,,,,,,,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4,0,3-4yr,0.02622502378686965,0.0,1.6961538461538463,0,1
Male,,No,No,2,,No,DSL,,,,,,,Month-to-month,No,Mailed check,45.85,81.0,1,0-1yr,0.5660493827160494,0.0,15.283333333333333,0,1
Male,,Yes,Yes,38,,No,No,,,,,,,Month-to-month,No,Electronic check,19.6,717.3,0,3-4yr,0.027324689809005997,0.0,0.5025641025641026,0,1
Male,,No,No,34,,No,DSL,,,,,,,Month-to-month,Yes,Electronic check,49.8,1734.2,0,2-3yr,0.0287164110252566,0.0,1.4228571428571428,0,1
Female,,Yes,No,70,,Yes,Fiber optic,,,,,,,One year,Yes,Electronic check,101.75,7069.3,0,5-6yr,0.01439322139391453,0.0,1.4330985915492958,0,0
Female,,No,No,13,,No,DSL,,,,,,,One year,No,Mailed check,55.15,742.9,0,1-2yr,0.0742361017633598,0.0,3.939285714285714,0,1
Male,,No,No,39,,Yes,Fiber optic,,,,,,,Month-to-month,No,Electronic check,75.25,3017.65,1,3-4yr,0.024936622868788626,0.0,1.88125,0,0
Female,,No,No,61,,Yes,Fiber optic,,,,,,,One year,Yes,Electronic check,103.95,6423.0,0,5-6yr,0.01618402615600187,0.0,1.6766129032258066,0,0
Female,,No,No,12,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,1,0-1yr,0.08601734948037448,0.0,7.703846153846154,0,1
Male,,No,No,41,,No,Fiber optic,,,,,,,Two year,Yes,Credit card (automatic),99.65,4220.35,0,3-4yr,0.02361178575236651,0.0,2.3726190476190476,0,0
Male,,No,No,21,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,73.7,1558.7,0,1-2yr,0.04728299223712068,0.0,3.35,0,1
Male,,No,No,55,,No phone service,DSL,,,,,,,One year,Yes,Bank transfer (automatic),50.05,2743.45,0,4-5yr,0.018243452587071024,0.0,0.8937499999999999,0,1
Male,,Yes,No,69,,No phone service,DSL,,,,,,,Two year,No,Bank transfer (automatic),60.25,4055.5,0,5-6yr,0.014856367895450622,0.0,0.8607142857142858,0,0
Male,,Yes,Yes,26,,Yes,Fiber optic,,,,,,,Month-to-month,No,Electronic check,105.75,2710.25,1,2-3yr,0.039018540725025364,0.0,3.9166666666666665,0,0
Female,,Yes,No,69,,No,Fiber optic,,,,,,,One year,No,Credit card (automatic),87.3,6055.55,0,5-6yr,0.014416526987639438,0.0,1.247142857142857,0,0
Female,,Yes,No,18,,No phone service,DSL,,,,,,,Month-to-month,Yes,Electronic check,48.35,810.7,1,1-2yr,0.059639817441717036,0.0,2.544736842105263,0,1
Male,,Yes,Yes,47,,Yes,DSL,,,,,,,Month-to-month,No,Electronic check,54.25,2538.2,0,3-4yr,0.021373414230557088,0.0,1.1302083333333333,0,1
Female,,Yes,Yes,72,,No,DSL,,,,,,,Two year,No,Bank transfer (automatic),85.3,6129.2,0,5-6yr,0.013916987535077988,0.0,1.1684931506849314,0,0
Male,,Yes,No,33,,No phone service,DSL,,,,,,,Month-to-month,Yes,Electronic check,50.0,1750.85,0,2-3yr,0.028557557757660567,0.0,1.4705882352941178,0,1
Female,,Yes,Yes,2,,No phone service,DSL,,,,,,,Month-to-month,Yes,Mailed check,24.4,36.55,1,0-1yr,0.667578659370725,0.0,8.133333333333333,0,1
Female,,Yes,Yes,72,,Yes,DSL,,,,,,,Two year,No,Credit card (automatic),90.95,6652.45,0,5-6yr,0.013671654803869253,0.0,1.2458904109589042,0,0
Male,,Yes,No,37,,No,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,0,3-4yr,0.028053349900017475,0.0,1.9013157894736843,0,1
Female,,Yes,Yes,62,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,0,5-6yr,0.01596517896450613,0.0,1.5253968253968253,0,0
Female,,Yes,No,71,,No,No,,,,,,,Two year,No,Credit card (automatic),19.85,1379.6,0,5-6yr,0.014388228472020878,0.0,0.27569444444444446,0,1
Male,,No,Yes,23,,No,DSL,,,,,,,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,0,1-2yr,0.043061828375642416,0.0,2.3041666666666667,0,1
Female,,No,No,16,,No,No,,,,,,,One year,No,Mailed check,20.1,296.15,0,1-2yr,0.06787101131183523,0.0,1.1823529411764706,0,1
Male,,No,No,9,,No,DSL,,,,,,,Month-to-month,Yes,Mailed check,69.5,653.25,0,0-1yr,0.10639112131649445,0.0,6.95,0,1
Male,,Yes,Yes,17,,Yes,No,,,,,,,Two year,Yes,Mailed check,25.15,412.6,0,1-2yr,0.06095492001938923,0.0,1.3972222222222221,0,1
Female,,No,No,4,,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),20.95,85.5,1,0-1yr,0.24502923976608187,0.0,4.1899999999999995,0,1
Female,,Yes,No,1,,No,DSL,,,,,,,Month-to-month,Yes,Electronic check,49.55,49.55,1,0-1yr,1.0,0.0,24.775,0,1
Female,,Yes,No,24,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Mailed check,79.65,1928.7,0,1-2yr,0.04129724685020999,0.0,3.1860000000000004,0,1
Female,,No,No,1,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,71.25,71.25,0,0-1yr,1.0,0.0,35.625,0,1
Male,,No,No,72,,Yes,Fiber optic,,,,,,,Two year,No,Bank transfer (automatic),113.8,7845.8,0,5-6yr,0.01450457569655102,0.0,1.558904109589041,0,0
Female,,Yes,No,72,,Yes,No,,,,,,,Two year,No,Electronic check,24.55,1750.7,0,5-6yr,0.01402296224367396,0.0,0.33630136986301373,0,1
Female,,No,Yes,11,,No,No,,,,,,,Month-to-month,No,Credit card (automatic),19.7,216.2,0,0-1yr,0.09111933395004626,0.0,1.6416666666666666,0,1
Male,,No,No,9,,No,No,,,,,,,Month-to-month,No,Mailed check,20.25,178.5,1,0-1yr,0.1134453781512605,0.0,2.025,0,1
Female,,Yes,No,2,,No,DSL,,,,,,,Month-to-month,No,Credit card (automatic),50.15,115.1,1,0-1yr,0.4357080799304952,0.0,16.716666666666665,0,1
Female,,Yes,No,60,,Yes,Fiber optic,,,,,,,One year,Yes,Credit card (automatic),100.5,6029.0,0,4-5yr,0.016669431083098356,0.0,1.6475409836065573,0,0
Male,,Yes,No,29,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,95.9,2745.2,1,2-3yr,0.03493370246247997,0.0,3.1966666666666668,0,0
Female,,No,No,49,,No,DSL,,,,,,,Two year,Yes,Bank transfer (automatic),74.45,3721.9,0,4-5yr,0.02000322415970338,0.0,1.489,0,0
Female,,No,No,30,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,104.1,3121.1,0,2-3yr,0.033353625324404855,0.0,3.358064516129032,0,0
Female,,Yes,No,53,,No,No,,,,,,,One year,No,Credit card (automatic),19.05,990.45,0,4-5yr,0.019233681659851582,0.0,0.3527777777777778,0,1
Male,,No,Yes,39,,Yes,No,,,,,,,Two year,No,Mailed check,25.0,1004.35,0,3-4yr,0.02489172101359088,0.0,0.625,0,1
Female,,No,No,9,,No,No,,,,,,,Month-to-month,No,Mailed check,19.05,157.65,0,0-1yr,0.120837297811608,0.0,1.905,0,1
Male,,No,No,39,,No,Fiber optic,,,,,,,One year,No,Electronic check,81.9,3219.75,0,3-4yr,0.02543675751222921,0.0,2.0475000000000003,0,0
Male,,No,No,8,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,69.7,572.85,0,0-1yr,0.12167234005411538,0.0,7.7444444444444445,0,1
Female,,Yes,Yes,51,,Yes,Fiber optic,,,,,,,One year,Yes,Electronic check,90.15,4554.85,0,4-5yr,0.019792089750485745,0.0,1.7336538461538462,0,0
Male,,Yes,Yes,71,,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.35,1847.55,0,5-6yr,0.013720873589348056,0.0,0.35208333333333336,0,1
Male,,No,No,71,,Yes,No,,,,,,,Two year,Yes,Mailed check,24.65,1766.75,0,5-6yr,0.013952172067355313,0.0,0.3423611111111111,0,1
Female,,Yes,No,70,,No,No,,,,,,,Two year,Yes,Credit card (automatic),19.55,1462.05,0,5-6yr,0.013371635716972745,0.0,0.27535211267605636,0,1
Female,,No,No,1,,No phone service,DSL,,,,,,,Month-to-month,No,Electronic check,25.25,25.25,1,0-1yr,1.0,0.0,12.625,0,1
Male,,Yes,No,38,,No phone service,DSL,,,,,,,Two year,Yes,Bank transfer (automatic),60.0,2193.2,0,3-4yr,0.027357286157213206,0.0,1.5384615384615385,0,1
Female,,Yes,No,28,,No,Fiber optic,,,,,,,Month-to-month,No,Credit card (automatic),89.9,2433.5,0,2-3yr,0.036942675159235674,0.0,3.1,0,1
Female,,Yes,No,32,,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.4,641.15,0,2-3yr,0.030258129922794978,0.0,0.5878787878787879,0,1
Male,,Yes,No,49,,No,DSL,,,,,,,Two year,No,Mailed check,49.8,2398.4,0,4-5yr,0.020763842561707803,0.0,0.996,0,1
Female,,Yes,Yes,37,,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),24.1,861.85,0,3-4yr,0.02796310262806753,0.0,0.6342105263157896,0,1
Female,,No,No,10,,No,DSL,,,,,,,Month-to-month,No,Electronic check,54.25,583.0,0,0-1yr,0.09305317324185249,0.0,4.931818181818182,0,1
Male,,Yes,No,67,,Yes,Fiber optic,,,,,,,One year,No,Credit card (automatic),109.9,7332.4,0,5-6yr,0.014988271234520758,0.0,1.6161764705882353,0,0
Male,,No,No,7,,No phone service,DSL,,,,,,,One year,Yes,Credit card (automatic),35.5,249.55,0,0-1yr,0.14225606090963733,0.0,4.4375,0,1
Female,,No,No,51,,No,Fiber optic,,,,,,,One year,No,Credit card (automatic),87.55,4475.9,0,4-5yr,0.019560311892580264,0.0,1.6836538461538462,0,0
Female,,No,No,9,,No,DSL,,,,,,,Month-to-month,No,Electronic check,45.15,416.45,1,0-1yr,0.10841637651578821,0.0,4.515,0,1
Female,,No,No,9,,No,Fiber optic,,,,,,,Month-to-month,Yes,Mailed check,88.4,788.6,0,0-1yr,0.11209738777580523,0.0,8.84,0,1
Male,,No,No,4,,No,DSL,,,,,,,Month-to-month,Yes,Mailed check,50.8,202.3,0,0-1yr,0.2511122095897182,0.0,10.16,0,1
Male,,Yes,No,71,,Yes,Fiber optic,,,,,,,Two year,Yes,Electronic check,99.0,6994.6,0,5-6yr,0.01415377576987962,0.0,1.375,0,0
Female,,Yes,Yes,50,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,1,4-5yr,0.02050459774303658,0.0,1.6549019607843138,0,0
Female,,Yes,Yes,24,,No,Fiber optic,,,,,,,Two year,Yes,Electronic check,96.55,2263.45,0,1-2yr,0.04265612229119265,0.0,3.862,0,1
Male,,Yes,No,22,,No,DSL,,,,,,,One year,Yes,Bank transfer (automatic),59.75,1374.35,0,1-2yr,0.043475097318732496,0.0,2.597826086956522,0,1
Male,,No,No,44,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,111.5,4915.15,0,3-4yr,0.022684963836302047,0.0,2.477777777777778,0,0
Female,,Yes,Yes,33,,Yes,No,,,,,,,Month-to-month,No,Bank transfer (automatic),24.25,838.5,0,2-3yr,0.028920691711389387,0.0,0.7132352941176471,0,1
Female,,No,No,1,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,75.1,75.1,1,0-1yr,1.0,0.0,37.55,0,1
Female,,Yes,No,54,,Yes,DSL,,,,,,,One year,Yes,Credit card (automatic),70.15,3715.65,1,4-5yr,0.01887960383782111,0.0,1.2754545454545456,0,0
Male,,No,No,42,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,101.75,4273.45,1,3-4yr,0.023809802384490285,0.0,2.366279069767442,0,0
Female,,No,No,1,,No,DSL,,,,,,,Month-to-month,No,Electronic check,45.8,45.8,1,0-1yr,1.0,0.0,22.9,0,1
Female,,No,No,1,,No,No,,,,,,,Month-to-month,No,Mailed check,20.5,20.5,0,0-1yr,1.0,0.0,10.25,0,1
Male,,No,No,30,,No,DSL,,,,,,,One year,No,Electronic check,70.4,2044.75,0,2-3yr,0.034429636874923585,0.0,2.270967741935484,0,1
Female,,No,No,1,,No phone service,DSL,,,,,,,Month-to-month,No,Mailed check,30.55,30.55,0,0-1yr,1.0,0.0,15.275,0,1
Male,,Yes,Yes,16,,Yes,DSL,,,,,,,Month-to-month,No,Electronic check,84.9,1398.25,0,1-2yr,0.06071875558734132,0.0,4.9941176470588236,0,1
Male,,No,No,1,,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.1,20.1,1,0-1yr,1.0,0.0,10.05,0,1
Male,,Yes,No,9,,No phone service,DSL,,,,,,,Month-to-month,No,Mailed check,40.65,328.95,1,0-1yr,0.1235750113999088,0.0,4.0649999999999995,0,1
Male,,Yes,No,46,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,101.0,4680.05,1,3-4yr,0.02158096601532035,0.0,2.148936170212766,0,0
Male,,No,No,1,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,69.1,69.1,1,0-1yr,1.0,0.0,34.55,0,1
Male,,Yes,No,71,,No,DSL,,,,,,,Two year,No,Bank transfer (automatic),54.5,3778.2,0,5-6yr,0.014424858398179028,0.0,0.7569444444444444,0,0
Male,,No,No,43,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,0,3-4yr,0.02383437717466945,0.0,1.7125,0,0
Male,,Yes,No,50,,No phone service,DSL,,,,,,,One year,Yes,Bank transfer (automatic),44.45,2188.45,0,4-5yr,0.020311179145057007,0.0,0.8715686274509804,0,1
